,A,B,C,target
0,0.023236895188227212,-1.2295931014168042,11.83529307370794,0.0
1,0.2541867553809217,4.416405513337368,17.043485466435996,1.0
2,0.4191444583924688,-3.754989162354472,15.141783728815012,1.0
3,-1.7600554116516123,2.0673775372861156,8.689835345749866,0.0
4,0.9526684947390501,8.708220523038339,6.532349571009502,1.0
5,1.7974262067412996,0.013182733347338632,5.540268523887485,0.0
6,-1.5952891819622679,-0.4745798138951998,8.794860814690729,0.0
7,-0.6071518177611462,1.976386353731861,8.157925564682323,0.0
8,0.9086325588886424,-1.339624125857791,11.537452604556233,1.0
9,-0.5579908235394399,10.051122768232691,7.5427590281015915,1.0
10,0.7763797843835635,2.6210387301039164,13.47113076297082,1.0
11,1.806055151625604,-0.8491901684898808,8.128654212964246,0.0
12,0.19163608679925237,1.8257766263262603,3.4824436852850127,0.0
13,0.22275616272192653,4.089878045250191,12.674911828746112,1.0
14,0.3416483549381892,-1.6636955491139824,11.414997576014091,0.0
15,0.6687499010001129,-1.7131067107285687,14.225377322528972,1.0
16,0.5415394147180151,1.258046405604805,9.109267195956242,0.0
17,-1.1441150825114523,-0.26775255907131246,12.968271208977127,1.0
18,0.24747392023872258,-6.998062588287317,8.277527362669435,0.0
19,0.27518612712559176,2.722070365457271,13.442377729897638,1.0
20,0.6028941324352695,4.446106253983739,12.222373993121398,1.0
21,0.2829801513790388,-1.5505977434195541,14.592606577592726,1.0
22,-1.1913422485554088,-0.2168644570060409,16.34469967730702,1.0
23,0.40099386425001343,1.683387107404392,9.445743727915245,1.0
24,1.0618692897242024,-2.908811487085035,13.106079752705915,1.0
25,0.9785593213676351,-1.3400587342228247,6.769256694481472,0.0
26,-0.7147767544868693,3.309339817646654,16.791830076759737,1.0
27,0.13568107769807414,0.6936496866029027,3.331070532674646,0.0
28,-0.3030803197333464,1.4891361484478216,14.911344078136507,1.0
29,0.9880027232631661,2.8279749583419345,6.677541063467592,0.0
30,0.08883991970838334,2.070402880567431,10.797545335572375,1.0
31,0.4461063908767595,-2.336808007150575,12.088790341277408,0.0
32,-1.4920255073884237,-0.9392929180151276,13.562277248917916,1.0
33,0.27543418455258706,-4.357629785670838,10.830529510013118,0.0
34,0.4039595596631924,-1.9914210810014326,8.765517786770337,0.0
35,2.767950009204342,-7.351038311847335,17.475998329168164,1.0
36,-1.1347400170012367,5.373083746036307,13.390127319874878,1.0
37,-0.41619990444244515,-1.5782331380067562,8.380372359562347,0.0
38,-0.1316126483948166,-0.3073985323767631,8.955789188809227,0.0
